category,fiscal_month,amount,fiscal_year,quarter,month
Opening Balance,12,383.9,2013,3,6
TRAN,12,0.0,2013,3,6
Closing Balance,12,296.8,2013,3,6
Receipts - Disbursements,1,-12.4,2013,2,7
Opening Balance,1,280.7,2013,2,7
TRAN,1,0.0,2013,2,7
Closing Balance,1,268.3,2013,2,7
Receipts - Disbursements,2,-55.3,2013,2,8
Opening Balance,2,268.3,2013,2,8
TRAN,2,0.0,2013,2,8
Closing Balance,2,213.0,2013,2,8
Receipts - Disbursements,3,57.2,2013,2,9
Opening Balance,3,213.0,2013,2,9
TRAN,3,0.0,2013,2,9
Closing Balance,3,270.2,2013,2,9
Receipts - Disbursements,4,-47.4,2013,2,10
Opening Balance,4,270.2,2013,2,10
TRAN,4,0.0,2013,2,10
Closing Balance,4,222.7,2013,2,10
Receipts - Disbursements,5,-47.6,2013,2,11
Opening Balance,5,222.7,2013,2,11
TRAN,5,0.0,2013,2,11
Closing Balance,5,175.1,2013,2,11
Receipts - Disbursements,6,-24.2,2013,2,12
Opening Balance,6,175.1,2013,2,12
TRAN,6,127.0,2013,2,12
Closing Balance,6,278.0,2013,2,12
Receipts - Disbursements,7,50.8,2013,2,1
Opening Balance,7,278.0,2013,2,1
TRAN,7,0.0,2013,2,1
Closing Balance,7,328.7,2013,2,1
Receipts - Disbursements,8,250.9,2013,2,2
Opening Balance,8,328.7,2013,2,2
TRAN,8,0.0,2013,2,2
Closing Balance,8,579.7,2013,2,2
Receipts - Disbursements,9,-331.1,2013,2,3
Opening Balance,9,579.7,2013,2,3
TRAN,9,0.0,2013,2,3
Closing Balance,9,248.6,2013,2,3
Receipts - Disbursements,10,69.8,2013,2,4
Opening Balance,10,248.6,2013,2,4
TRAN,10,0.0,2013,2,4
Closing Balance,10,318.4,2013,2,4
Receipts - Disbursements,11,105.2,2013,2,5
Opening Balance,11,318.4,2013,2,5
TRAN,11,-127.0,2013,2,5
Closing Balance,11,296.5,2013,2,5
Receipts - Disbursements,12,-41.6,2013,2,6
Opening Balance,12,296.5,2013,2,6
TRAN,12,0.0,2013,2,6
Closing Balance,12,254.9,2013,2,6
Receipts - Disbursements,1,-12.4,2013,1,7
Opening Balance,1,280.7,2013,1,7
TRAN,1,0.0,2013,1,7
Closing Balance,1,268.3,2013,1,7
Receipts - Disbursements,2,-55.3,2013,1,8
Opening Balance,2,268.3,2013,1,8
TRAN,2,0.0,2013,1,8
Closing Balance,2,213.0,2013,1,8
Receipts - Disbursements,3,57.2,2013,1,9
Opening Balance,3,213.0,2013,1,9
TRAN,3,0.0,2013,1,9
Closing Balance,3,270.2,2013,1,9
Receipts - Disbursements,4,-47.4,2013,1,10
Opening Balance,4,270.2,2013,1,10
TRAN,4,0.0,2013,1,10
Closing Balance,4,222.7,2013,1,10
Receipts - Disbursements,5,-78.5,2013,1,11
Opening Balance,5,222.7,2013,1,11
TRAN,5,0.0,2013,1,11
Closing Balance,5,144.2,2013,1,11
Receipts - Disbursements,6,32.5,2013,1,12
Opening Balance,6,144.2,2013,1,12
TRAN,6,175.0,2013,1,12
Closing Balance,6,351.8,2013,1,12
Receipts - Disbursements,7,26.5,2013,1,1
Opening Balance,7,351.8,2013,1,1
TRAN,7,0.0,2013,1,1
Closing Balance,7,378.3,2013,1,1
Receipts - Disbursements,8,246.4,2013,1,2
Opening Balance,8,378.3,2013,1,2
TRAN,8,0.0,2013,1,2
Closing Balance,8,624.7,2013,1,2
Receipts - Disbursements,9,-336.3,2013,1,3
Opening Balance,9,624.7,2013,1,3
TRAN,9,0.0,2013,1,3
Closing Balance,9,288.4,2013,1,3
Receipts - Disbursements,10,85.9,2013,1,4
Opening Balance,10,288.4,2013,1,4
TRAN,10,0.0,2013,1,4
Closing Balance,10,374.3,2013,1,4
Receipts - Disbursements,11,99.0,2013,1,5
Opening Balance,11,374.3,2013,1,5
TRAN,11,-175.0,2013,1,5
Closing Balance,11,298.3,2013,1,5
Receipts - Disbursements,12,-45.8,2013,1,6
Opening Balance,12,298.3,2013,1,6
TRAN,12,0.0,2013,1,6
Closing Balance,12,252.6,2013,1,6
Receipts - Disbursements,1,-127.6,2012,4,7
Opening Balance,1,108.9,2012,4,7
TRAN,1,0.0,2012,4,7
Closing Balance,1,-18.7,2012,4,7
Receipts - Disbursements,2,157.0,2012,4,8
Opening Balance,2,-18.7,2012,4,8
TRAN,2,0.0,2012,4,8
Closing Balance,2,138.3,2012,4,8
Receipts - Disbursements,3,50.9,2012,4,9
Opening Balance,3,138.3,2012,4,9
TRAN,3,0.0,2012,4,9
Closing Balance,3,189.2,2012,4,9
Receipts - Disbursements,4,-76.5,2012,4,10
Opening Balance,4,189.2,2012,4,10
TRAN,4,0.0,2012,4,10
Closing Balance,4,112.7,2012,4,10
Receipts - Disbursements,5,4.5,2012,4,11
Opening Balance,5,112.7,2012,4,11
TRAN,5,0.0,2012,4,11
Closing Balance,5,117.2,2012,4,11
Receipts - Disbursements,6,-44.6,2012,4,12
Opening Balance,6,117.2,2012,4,12
TRAN,6,173.0,2012,4,12
Closing Balance,6,245.7,2012,4,12
Receipts - Disbursements,7,75.9,2012,4,1
Opening Balance,7,245.7,2012,4,1
TRAN,7,0.0,2012,4,1
Closing Balance,7,321.5,2012,4,1
Receipts - Disbursements,8,298.7,2012,4,2
Opening Balance,8,321.5,2012,4,2
TRAN,8,0.0,2012,4,2
Closing Balance,8,620.2,2012,4,2
Receipts - Disbursements,9,-302.7,2012,4,3
Opening Balance,9,620.2,2012,4,3
TRAN,9,0.0,2012,4,3
Closing Balance,9,317.5,2012,4,3
Receipts - Disbursements,10,87.4,2012,4,4
Opening Balance,10,317.5,2012,4,4
TRAN,10,0.0,2012,4,4
Closing Balance,10,405.0,2012,4,4
Receipts - Disbursements,11,94.1,2012,4,5
Opening Balance,11,405.0,2012,4,5
TRAN,11,-173.0,2012,4,5
Closing Balance,11,326.1,2012,4,5
Receipts - Disbursements,12,-45.4,2012,4,6
Opening Balance,12,326.1,2012,4,6
TRAN,12,0.0,2012,4,6
Closing Balance,12,280.7,2012,4,6
Receipts - Disbursements,1,-127.6,2012,3,7
Opening Balance,1,108.9,2012,3,7
TRAN,1,0.0,2012,3,7
Closing Balance,1,-18.7,2012,3,7
Receipts - Disbursements,2,157.0,2012,3,8
Opening Balance,2,-18.7,2012,3,8
TRAN,2,0.0,2012,3,8
Closing Balance,2,138.3,2012,3,8
Receipts - Disbursements,3,50.9,2012,3,9
Opening Balance,3,138.3,2012,3,9
TRAN,3,0.0,2012,3,9
Closing Balance,3,189.2,2012,3,9
Receipts - Disbursements,4,-76.5,2012,3,10
Opening Balance,4,189.2,2012,3,10
TRAN,4,0.0,2012,3,10
Closing Balance,4,112.7,2012,3,10
Receipts - Disbursements,5,4.5,2012,3,11
Opening Balance,5,112.7,2012,3,11
TRAN,5,0.0,2012,3,11
Closing Balance,5,117.2,2012,3,11
Receipts - Disbursements,6,-44.6,2012,3,12
Opening Balance,6,117.2,2012,3,12
TRAN,6,173.0,2012,3,12
Closing Balance,6,245.7,2012,3,12
Receipts - Disbursements,7,75.9,2012,3,1
Opening Balance,7,245.7,2012,3,1
TRAN,7,0.0,2012,3,1
Closing Balance,7,321.5,2012,3,1
Receipts - Disbursements,8,298.7,2012,3,2
Opening Balance,8,321.5,2012,3,2
TRAN,8,0.0,2012,3,2
Closing Balance,8,620.2,2012,3,2
Receipts - Disbursements,9,-302.7,2012,3,3
Opening Balance,9,620.2,2012,3,3
TRAN,9,0.0,2012,3,3
Closing Balance,9,317.5,2012,3,3
Receipts - Disbursements,10,87.4,2012,3,4
Opening Balance,10,317.5,2012,3,4
TRAN,10,0.0,2012,3,4
Closing Balance,10,405.0,2012,3,4
Receipts - Disbursements,11,42.6,2012,3,5
Opening Balance,11,405.0,2012,3,5
TRAN,11,-173.0,2012,3,5
Closing Balance,11,274.6,2012,3,5
Receipts - Disbursements,12,-35.1,2012,3,6
Opening Balance,12,274.6,2012,3,6
TRAN,12,0.0,2012,3,6
Closing Balance,12,239.5,2012,3,6
Receipts - Disbursements,1,-127.6,2012,2,7
Opening Balance,1,108.9,2012,2,7
TRAN,1,0.0,2012,2,7
Closing Balance,1,-18.7,2012,2,7
Receipts - Disbursements,2,157.0,2012,2,8
Opening Balance,2,-18.7,2012,2,8
TRAN,2,0.0,2012,2,8
Closing Balance,2,138.3,2012,2,8
Receipts - Disbursements,3,50.9,2012,2,9
Opening Balance,3,138.3,2012,2,9
TRAN,3,0.0,2012,2,9
Closing Balance,3,189.2,2012,2,9
Receipts - Disbursements,4,-76.5,2012,2,10
Opening Balance,4,189.2,2012,2,10
TRAN,4,0.0,2012,2,10
Closing Balance,4,112.7,2012,2,10
Receipts - Disbursements,5,4.5,2012,2,11
Opening Balance,5,112.7,2012,2,11
TRAN,5,0.0,2012,2,11
Closing Balance,5,117.2,2012,2,11
Receipts - Disbursements,6,-44.6,2012,2,12
Opening Balance,6,117.2,2012,2,12
TRAN,6,173.0,2012,2,12
Closing Balance,6,245.7,2012,2,12
Receipts - Disbursements,7,75.9,2012,2,1
Opening Balance,7,245.7,2012,2,1
TRAN,7,0.0,2012,2,1
Closing Balance,7,321.5,2012,2,1
Receipts - Disbursements,8,173.9,2012,2,2
Opening Balance,8,321.5,2012,2,2
TRAN,8,0.0,2012,2,2
Closing Balance,8,495.4,2012,2,2
Receipts - Disbursements,9,-264.6,2012,2,3
Opening Balance,9,495.4,2012,2,3
TRAN,9,0.0,2012,2,3
Closing Balance,9,230.8,2012,2,3
Receipts - Disbursements,10,73.7,2012,2,4
Opening Balance,10,230.8,2012,2,4
TRAN,10,0.0,2012,2,4
Closing Balance,10,304.6,2012,2,4
Receipts - Disbursements,11,76.6,2012,2,5
Opening Balance,11,304.6,2012,2,5
TRAN,11,-173.0,2012,2,5
Closing Balance,11,208.2,2012,2,5
Receipts - Disbursements,12,22.4,2012,2,6
Opening Balance,12,208.2,2012,2,6
TRAN,12,0.0,2012,2,6
Closing Balance,12,230.6,2012,2,6
Receipts - Disbursements,1,-127.6,2012,1,7
Opening Balance,1,108.9,2012,1,7
TRAN,1,0.0,2012,1,7
Closing Balance,1,-18.7,2012,1,7
Receipts - Disbursements,2,157.0,2012,1,8
Opening Balance,2,-18.7,2012,1,8
TRAN,2,0.0,2012,1,8
Closing Balance,2,138.3,2012,1,8
Receipts - Disbursements,3,50.9,2012,1,9
Opening Balance,3,138.3,2012,1,9
TRAN,3,0.0,2012,1,9
Closing Balance,3,189.2,2012,1,9
Receipts - Disbursements,4,-76.5,2012,1,10
Opening Balance,4,189.2,2012,1,10
TRAN,4,0.0,2012,1,10
Closing Balance,4,112.7,2012,1,10
Receipts - Disbursements,5,-40.7,2012,1,11
Opening Balance,5,112.7,2012,1,11
TRAN,5,0.0,2012,1,11
Closing Balance,5,72.0,2012,1,11
Receipts - Disbursements,6,9.5,2012,1,12
Opening Balance,6,72.0,2012,1,12
TRAN,6,173.0,2012,1,12
Closing Balance,6,254.5,2012,1,12
Receipts - Disbursements,7,27.3,2012,1,1
Opening Balance,7,254.5,2012,1,1
TRAN,7,0.0,2012,1,1
Closing Balance,7,281.8,2012,1,1
Receipts - Disbursements,8,179.1,2012,1,2
Opening Balance,8,281.8,2012,1,2
TRAN,8,0.0,2012,1,2
Closing Balance,8,460.9,2012,1,2
Receipts - Disbursements,9,-223.1,2012,1,3
Opening Balance,9,460.9,2012,1,3
TRAN,9,0.0,2012,1,3
Closing Balance,9,237.8,2012,1,3
Receipts - Disbursements,10,36.6,2012,1,4
Opening Balance,10,237.8,2012,1,4
TRAN,10,0.0,2012,1,4
Closing Balance,10,274.4,2012,1,4
Receipts - Disbursements,11,108.6,2012,1,5
Opening Balance,11,274.4,2012,1,5
TRAN,11,-173.0,2012,1,5
Closing Balance,11,209.9,2012,1,5
Receipts - Disbursements,12,-13.3,2012,1,6
Opening Balance,12,209.9,2012,1,6
TRAN,12,0.0,2012,1,6
Closing Balance,12,196.6,2012,1,6
Receipts - Disbursements,1,-29.2,2011,4,7
Opening Balance,1,-30.6,2011,4,7
TRAN,1,285.0,2011,4,7
Closing Balance,1,225.2,2011,4,7
Receipts - Disbursements,2,90.0,2011,4,8
Opening Balance,2,225.2,2011,4,8
TRAN,2,0.0,2011,4,8
Closing Balance,2,315.2,2011,4,8
Receipts - Disbursements,3,-3.2,2011,4,9
Opening Balance,3,315.2,2011,4,9
TRAN,3,0.0,2011,4,9
Closing Balance,3,312.0,2011,4,9
Receipts - Disbursements,4,14.6,2011,4,10
Opening Balance,4,312.0,2011,4,10
TRAN,4,0.0,2011,4,10
Closing Balance,4,326.6,2011,4,10
Receipts - Disbursements,5,-42.8,2011,4,11
Opening Balance,5,326.6,2011,4,11
TRAN,5,0.0,2011,4,11
Closing Balance,5,283.9,2011,4,11
Receipts - Disbursements,6,-91.7,2011,4,12
Opening Balance,6,283.9,2011,4,12
TRAN,6,0.0,2011,4,12
Closing Balance,6,192.2,2011,4,12
Receipts - Disbursements,7,-1.6,2011,4,1
Opening Balance,7,192.2,2011,4,1
TRAN,7,0.0,2011,4,1
Closing Balance,7,190.6,2011,4,1
Receipts - Disbursements,8,218.3,2011,4,2
Opening Balance,8,190.6,2011,4,2
TRAN,8,0.0,2011,4,2
Closing Balance,8,408.9,2011,4,2
Receipts - Disbursements,9,-135.0,2011,4,3
Opening Balance,9,408.9,2011,4,3
TRAN,9,0.0,2011,4,3
Closing Balance,9,273.8,2011,4,3
Receipts - Disbursements,10,2.7,2011,4,4
Opening Balance,10,273.8,2011,4,4
TRAN,10,0.0,2011,4,4
Closing Balance,10,276.5,2011,4,4
Receipts - Disbursements,11,48.4,2011,4,5
Opening Balance,11,276.5,2011,4,5
TRAN,11,-285.0,2011,4,5
Closing Balance,11,39.9,2011,4,5
Receipts - Disbursements,12,69.0,2011,4,6
Opening Balance,12,39.9,2011,4,6
TRAN,12,0.0,2011,4,6
Closing Balance,12,108.9,2011,4,6
Receipts - Disbursements,1,-37.4,2011,3,7
Opening Balance,1,-30.6,2011,3,7
TRAN,1,285.0,2011,3,7
Closing Balance,1,217.0,2011,3,7
Receipts - Disbursements,2,88.8,2011,3,8
Opening Balance,2,217.0,2011,3,8
TRAN,2,0.0,2011,3,8
Closing Balance,2,305.8,2011,3,8
Receipts - Disbursements,3,-8.5,2011,3,9
Opening Balance,3,305.8,2011,3,9
TRAN,3,0.0,2011,3,9
Closing Balance,3,297.3,2011,3,9
Receipts - Disbursements,4,10.8,2011,3,10
Opening Balance,4,297.3,2011,3,10
TRAN,4,0.0,2011,3,10
Closing Balance,4,308.1,2011,3,10
Receipts - Disbursements,5,-47.2,2011,3,11
Opening Balance,5,308.1,2011,3,11
TRAN,5,0.0,2011,3,11
Closing Balance,5,260.9,2011,3,11
Receipts - Disbursements,6,-105.5,2011,3,12
Opening Balance,6,260.9,2011,3,12
TRAN,6,0.0,2011,3,12
Closing Balance,6,155.4,2011,3,12
Receipts - Disbursements,7,-1.8,2011,3,1
Opening Balance,7,155.4,2011,3,1
TRAN,7,0.0,2011,3,1
Closing Balance,7,153.6,2011,3,1
Receipts - Disbursements,8,214.2,2011,3,2
Opening Balance,8,153.6,2011,3,2
TRAN,8,0.0,2011,3,2
Closing Balance,8,367.8,2011,3,2
Receipts - Disbursements,9,-136.6,2011,3,3
Opening Balance,9,367.8,2011,3,3
TRAN,9,0.0,2011,3,3
Closing Balance,9,231.3,2011,3,3
Receipts - Disbursements,10,-50.6,2011,3,4
Opening Balance,10,231.3,2011,3,4
TRAN,10,0.0,2011,3,4
Closing Balance,10,180.6,2011,3,4
Receipts - Disbursements,11,168.8,2011,3,5
Opening Balance,11,180.6,2011,3,5
TRAN,11,-285.0,2011,3,5
Closing Balance,11,64.5,2011,3,5
Receipts - Disbursements,12,57.1,2011,3,6
Opening Balance,12,64.5,2011,3,6
TRAN,12,0.0,2011,3,6
Closing Balance,12,121.6,2011,3,6
Receipts - Disbursements,1,-37.4,2011,2,7
Opening Balance,1,-30.6,2011,2,7
TRAN,1,285.0,2011,2,7
Closing Balance,1,217.0,2011,2,7
Receipts - Disbursements,2,88.8,2011,2,8
Opening Balance,2,217.0,2011,2,8
TRAN,2,0.0,2011,2,8
Closing Balance,2,305.8,2011,2,8
Receipts - Disbursements,3,-8.5,2011,2,9
Opening Balance,3,305.8,2011,2,9
TRAN,3,0.0,2011,2,9
Closing Balance,3,297.3,2011,2,9
Receipts - Disbursements,4,10.8,2011,2,10
Opening Balance,4,297.3,2011,2,10
TRAN,4,0.0,2011,2,10
Closing Balance,4,308.1,2011,2,10
Receipts - Disbursements,5,-47.2,2011,2,11
Opening Balance,5,308.1,2011,2,11
TRAN,5,0.0,2011,2,11
Closing Balance,5,260.9,2011,2,11
Receipts - Disbursements,6,-105.5,2011,2,12
Opening Balance,6,260.9,2011,2,12
TRAN,6,0.0,2011,2,12
Closing Balance,6,155.4,2011,2,12
Receipts - Disbursements,7,9.1,2011,2,1
Opening Balance,7,155.4,2011,2,1
TRAN,7,0.0,2011,2,1
Closing Balance,7,164.5,2011,2,1
Receipts - Disbursements,8,171.0,2011,2,2
Opening Balance,8,164.5,2011,2,2
TRAN,8,0.0,2011,2,2
Closing Balance,8,335.6,2011,2,2
Receipts - Disbursements,9,-124.9,2011,2,3
Opening Balance,9,335.6,2011,2,3
TRAN,9,0.0,2011,2,3
Closing Balance,9,210.6,2011,2,3
Receipts - Disbursements,10,11.6,2011,2,4
Opening Balance,10,210.6,2011,2,4
TRAN,10,0.0,2011,2,4
Closing Balance,10,222.3,2011,2,4
Receipts - Disbursements,11,95.5,2011,2,5
Opening Balance,11,222.3,2011,2,5
TRAN,11,-285.0,2011,2,5
Closing Balance,11,32.7,2011,2,5
Receipts - Disbursements,12,71.3,2011,2,6
Opening Balance,12,32.7,2011,2,6
TRAN,12,0.0,2011,2,6
Closing Balance,12,104.0,2011,2,6
Receipts - Disbursements,1,-37.4,2011,1,7
Opening Balance,1,-30.6,2011,1,7
TRAN,1,285.0,2011,1,7
Closing Balance,1,217.0,2011,1,7
Receipts - Disbursements,2,88.8,2011,1,8
Opening Balance,2,217.0,2011,1,8
TRAN,2,0.0,2011,1,8
Closing Balance,2,305.8,2011,1,8
Receipts - Disbursements,3,-8.5,2011,1,9
Opening Balance,3,305.8,2011,1,9
TRAN,3,0.0,2011,1,9
Closing Balance,3,297.3,2011,1,9
Receipts - Disbursements,4,-32.2,2011,1,10
Opening Balance,4,297.3,2011,1,10
TRAN,4,0.0,2011,1,10
Closing Balance,4,265.1,2011,1,10
Receipts - Disbursements,5,12.9,2011,1,11
Opening Balance,5,265.1,2011,1,11
TRAN,5,0.0,2011,1,11
Closing Balance,5,278.1,2011,1,11
Receipts - Disbursements,6,-91.3,2011,1,12
Opening Balance,6,278.1,2011,1,12
TRAN,6,0.0,2011,1,12
Closing Balance,6,186.7,2011,1,12
Receipts - Disbursements,7,5.7,2011,1,1
Opening Balance,7,186.7,2011,1,1
TRAN,7,0.0,2011,1,1
Closing Balance,7,192.4,2011,1,1
Receipts - Disbursements,8,260.3,2011,1,2
Opening Balance,8,192.4,2011,1,2
TRAN,8,0.0,2011,1,2
Closing Balance,8,452.8,2011,1,2
Receipts - Disbursements,9,-222.2,2011,1,3
Opening Balance,9,452.8,2011,1,3
TRAN,9,0.0,2011,1,3
Closing Balance,9,230.6,2011,1,3
Receipts - Disbursements,10,17.7,2011,1,4
Opening Balance,10,230.6,2011,1,4
TRAN,10,0.0,2011,1,4
Closing Balance,10,248.3,2011,1,4
Receipts - Disbursements,11,172.8,2011,1,5
Opening Balance,11,248.3,2011,1,5
TRAN,11,-285.0,2011,1,5
Closing Balance,11,136.1,2011,1,5
Receipts - Disbursements,12,-35.9,2011,1,6
Opening Balance,12,136.1,2011,1,6
TRAN,12,0.0,2011,1,6
Closing Balance,12,100.2,2011,1,6
Receipts - Disbursements,1,-67.6,2010,4,7
Opening Balance,1,7.8,2010,4,7
TRAN,1,0.0,2010,4,7
Closing Balance,1,-59.8,2010,4,7
Receipts - Disbursements,2,81.9,2010,4,8
Opening Balance,2,-59.8,2010,4,8
TRAN,2,0.0,2010,4,8
Closing Balance,2,22.1,2010,4,8
Receipts - Disbursements,3,-71.4,2010,4,9
Opening Balance,3,22.1,2010,4,9
TRAN,3,270.0,2010,4,9
Closing Balance,3,220.7,2010,4,9
Receipts - Disbursements,4,-46.7,2010,4,10
Opening Balance,4,220.7,2010,4,10
TRAN,4,0.0,2010,4,10
Closing Balance,4,174.0,2010,4,10
Receipts - Disbursements,5,-67.2,2010,4,11
Opening Balance,5,174.0,2010,4,11
TRAN,5,5.0,2010,4,11
Closing Balance,5,111.8,2010,4,11
Receipts - Disbursements,6,-123.6,2010,4,12
Opening Balance,6,111.8,2010,4,12
TRAN,6,0.0,2010,4,12
Closing Balance,6,-11.8,2010,4,12
Receipts - Disbursements,7,14.7,2010,4,1
Opening Balance,7,-11.8,2010,4,1
TRAN,7,0.0,2010,4,1
Closing Balance,7,2.9,2010,4,1
Receipts - Disbursements,8,182.8,2010,4,2
Opening Balance,8,2.9,2010,4,2
TRAN,8,0.0,2010,4,2
Closing Balance,8,185.7,2010,4,2
Receipts - Disbursements,9,-176.0,2010,4,3
Opening Balance,9,185.7,2010,4,3
TRAN,9,0.0,2010,4,3
Closing Balance,9,9.6,2010,4,3
Receipts - Disbursements,10,87.9,2010,4,4
Opening Balance,10,9.6,2010,4,4
TRAN,10,0.0,2010,4,4
Closing Balance,10,97.6,2010,4,4
Receipts - Disbursements,11,143.3,2010,4,5
Opening Balance,11,97.6,2010,4,5
TRAN,11,-275.0,2010,4,5
Closing Balance,11,-34.2,2010,4,5
Receipts - Disbursements,12,3.6,2010,4,6
Opening Balance,12,-34.2,2010,4,6
TRAN,12,0.0,2010,4,6
Closing Balance,12,-30.6,2010,4,6
Receipts - Disbursements,1,-67.6,2010,3,7
Opening Balance,1,7.8,2010,3,7
TRAN,1,0.0,2010,3,7
Closing Balance,1,-59.8,2010,3,7
Receipts - Disbursements,2,81.9,2010,3,8
Opening Balance,2,-59.8,2010,3,8
TRAN,2,0.0,2010,3,8
Closing Balance,2,22.1,2010,3,8
Receipts - Disbursements,3,-71.4,2010,3,9
Opening Balance,3,22.1,2010,3,9
TRAN,3,270.0,2010,3,9
Closing Balance,3,220.7,2010,3,9
Receipts - Disbursements,4,-46.7,2010,3,10
Opening Balance,4,220.7,2010,3,10
TRAN,4,0.0,2010,3,10
Closing Balance,4,174.0,2010,3,10
Receipts - Disbursements,5,-67.2,2010,3,11
Opening Balance,5,174.0,2010,3,11
TRAN,5,5.0,2010,3,11
Closing Balance,5,111.8,2010,3,11
Receipts - Disbursements,6,-123.6,2010,3,12
Opening Balance,6,111.8,2010,3,12
TRAN,6,0.0,2010,3,12
Closing Balance,6,-11.8,2010,3,12
Receipts - Disbursements,7,14.7,2010,3,1
Opening Balance,7,-11.8,2010,3,1
TRAN,7,0.0,2010,3,1
Closing Balance,7,2.9,2010,3,1
Receipts - Disbursements,8,182.8,2010,3,2
Opening Balance,8,2.9,2010,3,2
TRAN,8,0.0,2010,3,2
Closing Balance,8,185.7,2010,3,2
Receipts - Disbursements,9,-176.0,2010,3,3
Opening Balance,9,185.7,2010,3,3
TRAN,9,0.0,2010,3,3
Closing Balance,9,9.6,2010,3,3
Receipts - Disbursements,10,87.9,2010,3,4
Opening Balance,10,9.6,2010,3,4
TRAN,10,0.0,2010,3,4
Closing Balance,10,97.6,2010,3,4
Receipts - Disbursements,11,126.6,2010,3,5
Opening Balance,11,97.6,2010,3,5
TRAN,11,-275.0,2010,3,5
Closing Balance,11,-50.8,2010,3,5
Receipts - Disbursements,12,34.5,2010,3,6
Opening Balance,12,-50.8,2010,3,6
TRAN,12,0.0,2010,3,6
Closing Balance,12,-16.2,2010,3,6
Receipts - Disbursements,1,-67.6,2010,2,7
Opening Balance,1,7.8,2010,2,7
TRAN,1,0.0,2010,2,7
Closing Balance,1,-59.8,2010,2,7
Receipts - Disbursements,2,81.9,2010,2,8
Opening Balance,2,-59.8,2010,2,8
TRAN,2,0.0,2010,2,8
Closing Balance,2,22.1,2010,2,8
Receipts - Disbursements,3,-71.4,2010,2,9
Opening Balance,3,22.1,2010,2,9
TRAN,3,270.0,2010,2,9
Closing Balance,3,220.7,2010,2,9
Receipts - Disbursements,4,-46.7,2010,2,10
Opening Balance,4,220.7,2010,2,10
TRAN,4,0.0,2010,2,10
Closing Balance,4,174.0,2010,2,10
Receipts - Disbursements,5,-67.2,2010,2,11
Opening Balance,5,174.0,2010,2,11
TRAN,5,5.0,2010,2,11
Closing Balance,5,111.8,2010,2,11
Receipts - Disbursements,6,-123.6,2010,2,12
Opening Balance,6,111.8,2010,2,12
TRAN,6,0.0,2010,2,12
Closing Balance,6,-11.8,2010,2,12
Receipts - Disbursements,7,14.7,2010,2,1
Opening Balance,7,-11.8,2010,2,1
TRAN,7,0.0,2010,2,1
Closing Balance,7,2.9,2010,2,1
Receipts - Disbursements,8,181.5,2010,2,2
Opening Balance,8,2.9,2010,2,2
TRAN,8,0.0,2010,2,2
Closing Balance,8,184.4,2010,2,2
Receipts - Disbursements,9,-124.8,2010,2,3
Opening Balance,9,184.4,2010,2,3
TRAN,9,0.0,2010,2,3
Closing Balance,9,59.6,2010,2,3
Receipts - Disbursements,10,79.8,2010,2,4
Opening Balance,10,59.6,2010,2,4
TRAN,10,0.0,2010,2,4
Closing Balance,10,139.4,2010,2,4
Receipts - Disbursements,11,125.3,2010,2,5
Opening Balance,11,139.4,2010,2,5
TRAN,11,-275.0,2010,2,5
Closing Balance,11,-10.3,2010,2,5
Receipts - Disbursements,12,21.8,2010,2,6
Opening Balance,12,-10.3,2010,2,6
TRAN,12,0.0,2010,2,6
Closing Balance,12,11.4,2010,2,6
Receipts - Disbursements,1,-67.6,2010,1,7
Opening Balance,1,7.8,2010,1,7
TRAN,1,0.0,2010,1,7
Closing Balance,1,-59.8,2010,1,7
Receipts - Disbursements,2,81.9,2010,1,8
Opening Balance,2,-59.8,2010,1,8
TRAN,2,0.0,2010,1,8
Closing Balance,2,22.1,2010,1,8
Receipts - Disbursements,3,-71.4,2010,1,9
Opening Balance,3,22.1,2010,1,9
TRAN,3,270.0,2010,1,9
Closing Balance,3,220.7,2010,1,9
Receipts - Disbursements,4,-46.7,2010,1,10
Opening Balance,4,220.7,2010,1,10
TRAN,4,0.0,2010,1,10
Closing Balance,4,174.0,2010,1,10
Receipts - Disbursements,5,-51.1,2010,1,11
Opening Balance,5,174.0,2010,1,11
TRAN,5,5.0,2010,1,11
Closing Balance,5,127.8,2010,1,11
Receipts - Disbursements,6,-105.5,2010,1,12
Opening Balance,6,127.8,2010,1,12
TRAN,6,0.0,2010,1,12
Closing Balance,6,22.4,2010,1,12
Receipts - Disbursements,7,26.9,2010,1,1
Opening Balance,7,22.4,2010,1,1
TRAN,7,0.0,2010,1,1
Closing Balance,7,49.3,2010,1,1
Receipts - Disbursements,8,190.2,2010,1,2
Opening Balance,8,49.3,2010,1,2
TRAN,8,0.0,2010,1,2
Closing Balance,8,239.6,2010,1,2
Receipts - Disbursements,9,-120.2,2010,1,3
Opening Balance,9,239.6,2010,1,3
TRAN,9,0.0,2010,1,3
Closing Balance,9,119.3,2010,1,3
Receipts - Disbursements,10,76.8,2010,1,4
Opening Balance,10,119.3,2010,1,4
TRAN,10,0.0,2010,1,4
Closing Balance,10,196.2,2010,1,4
Receipts - Disbursements,11,118.2,2010,1,5
Opening Balance,11,196.2,2010,1,5
TRAN,11,-275.0,2010,1,5
Closing Balance,11,39.4,2010,1,5
Receipts - Disbursements,12,-4.9,2010,1,6
Opening Balance,12,39.4,2010,1,6
TRAN,12,0.0,2010,1,6
Closing Balance,12,34.5,2010,1,6
